PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
805,206256643,-77.812210,-3.620483,-135.812195,0.014111,0.010188,0.041531,0.746335,0.059223,0.024390
806,206273310,-77.811256,-3.621024,-135.812714,0.002718,-0.006330,0.054333,0.420196,-0.005059,-0.059293
807,206289977,-77.814468,-3.621761,-135.811859,0.002573,-0.001637,0.042557,0.175966,-0.075903,-0.056271
808,206306644,-77.815536,-3.622453,-135.812119,-0.015823,0.012859,0.029820,0.300213,-0.022450,-0.064659
809,206323311,-77.811737,-3.621882,-135.811722,-0.011157,0.005824,0.044435,0.592300,-0.008350,0.010866
810,206339978,-77.806023,-3.622021,-135.811890,-0.004603,-0.005884,0.048120,0.706123,-0.000640,-0.034180
811,206356645,-77.800049,-3.622314,-135.812836,0.002456,0.007437,0.037539,0.719441,0.030870,-0.051802
812,206373312,-77.798523,-3.621651,-135.812286,0.012253,0.002219,0.042916,0.455387,-0.006070,0.015797
813,206389979,-77.802658,-3.621665,-135.812012,0.015054,0.002021,0.045142,0.116288,-0.023781,-0.022987
814,206406646,-77.807823,-3.621792,-135.811203,-0.014558,0.005383,0.038896,0.057417,-0.066388,-0.018953
815,206423313,-77.811157,-3.621818,-135.809708,-0.011348,0.014990,0.045002,0.168384,-0.098314,-0.007095
816,206439980,-77.809685,-3.621049,-135.810196,-0.018053,0.017475,0.043600,0.450559,0.025990,0.015387
817,206456647,-77.806137,-3.620924,-135.811340,-0.009006,0.014892,0.047484,0.571618,0.076281,-0.035179
818,206473314,-77.805626,-3.619809,-135.811813,0.018895,0.008672,0.055488,0.391381,0.041819,0.031920
819,206489981,-77.807259,-3.620449,-135.809845,-0.013050,0.008614,0.046765,0.271386,-0.114028,-0.042133
820,206506648,-77.811165,-3.619357,-135.808701,-0.011468,0.017032,0.037615,0.134166,-0.058154,0.052961
821,206523315,-77.816139,-3.619956,-135.807648,-0.006187,0.020358,0.038095,0.067048,-0.047614,-0.053018
822,206539982,-77.816101,-3.620685,-135.807205,-0.009404,0.022578,0.043158,0.367561,-0.045578,-0.062892
823,206556649,-77.812538,-3.620503,-135.806671,-0.006417,0.019906,0.039832,0.580698,-0.051456,-0.004841
824,206573316,-77.807762,-3.619554,-135.806122,0.000501,0.014907,0.039260,0.652375,-0.034411,0.038157
825,206589983,-77.803444,-3.619843,-135.805954,-0.001724,0.006475,0.049699,0.624956,-0.033668,-0.038534
826,206606650,-77.804794,-3.620141,-135.806046,-0.014457,-0.005767,0.040153,0.284512,-0.036703,-0.037894
827,206623317,-77.808487,-3.619002,-135.805130,-0.010834,0.008752,0.059934,0.145230,-0.027790,0.048453
828,206639984,-77.807846,-3.619828,-135.804443,-0.021353,0.000458,0.042351,0.403996,-0.061176,-0.063724
829,206656651,-77.802948,-3.618721,-135.805328,-0.004275,0.024076,0.051943,0.652477,0.072990,0.025593
830,206673318,-77.796661,-3.617304,-135.806549,-0.002457,0.007788,0.042661,0.737370,0.074655,0.042856
831,206689985,-77.793312,-3.617618,-135.806503,-0.003610,-0.008695,0.033464,0.563934,-0.014125,-0.043209
832,206706652,-77.797012,-3.617685,-135.805344,-0.002033,0.002456,0.057649,0.146972,-0.081346,-0.013600
833,206723319,-77.806442,-3.618014,-135.804138,-0.008672,0.005295,0.057590,-0.196411,-0.094319,-0.025728
834,206739986,-77.811005,-3.619004,-135.803543,-0.027663,0.012113,0.036555,0.091482,-0.038970,-0.077722
835,206756653,-77.806168,-3.619042,-135.805008,-0.006739,0.017572,0.045231,0.650940,0.037170,-0.038739
836,206773320,-77.795403,-3.618666,-135.805847,0.005783,0.016304,0.050956,1.007380,0.031459,-0.011167
837,206789987,-77.792046,-3.618789,-135.806259,-0.001656,-0.004364,0.039993,0.564318,0.013069,-0.036895
838,206806654,-77.797043,-3.619013,-135.806320,-0.012980,-0.001552,0.034596,0.064320,-0.023077,-0.036037
839,206823321,-77.802910,-3.619785,-135.807251,-0.008590,0.018780,0.038414,0.006768,0.064384,-0.088044
840,206839988,-77.804520,-3.619605,-135.806351,-0.018868,0.013603,0.034652,0.270080,-0.046743,-0.005865
841,206856655,-77.801437,-3.618839,-135.806702,-0.008190,0.013827,0.032394,0.547836,0.031305,0.013210
842,206873322,-77.799500,-3.617979,-135.807144,0.008053,0.001564,0.043064,0.480296,-0.003304,0.027143
843,206889989,-77.800545,-3.617633,-135.807205,0.001041,0.012722,0.061105,0.302364,-0.017429,-0.001665
844,206906656,-77.806717,-3.616975,-135.807281,0.009325,0.011190,0.044753,-0.005763,-0.021387,0.017833
845,206923323,-77.809639,-3.617999,-135.808350,-0.011916,0.024611,0.046626,0.185903,0.009611,-0.092321
846,206939990,-77.805954,-3.618209,-135.808167,-0.013083,0.007509,0.025565,0.586384,-0.027687,-0.033809
847,206956657,-77.795883,-3.618927,-135.809570,0.003196,-0.000464,0.039246,0.965400,0.023186,-0.076390
848,206973324,-77.787857,-3.619848,-135.810425,0.007302,0.006670,0.046356,0.844150,0.001441,-0.083728
849,206989991,-77.788155,-3.619918,-135.811050,0.008482,0.007287,0.044457,0.343767,0.015707,-0.034206
850,207006658,-77.792282,-3.620317,-135.810303,-0.009067,-0.004284,0.054946,0.116288,-0.029608,-0.045206
851,207023325,-77.791344,-3.622050,-135.810150,-0.010920,0.011945,0.039383,0.421361,-0.034155,-0.126706
852,207039992,-77.783768,-3.622737,-135.811386,-0.004285,0.012830,0.037176,0.815092,0.035813,-0.076710
853,207056659,-77.777931,-3.621744,-135.812439,-0.006938,0.002770,0.036200,0.710477,0.058237,0.022149
854,207073326,-77.776497,-3.621617,-135.813141,-0.002995,0.011488,0.041934,0.445821,0.051975,-0.029583
855,207089993,-77.779106,-3.621979,-135.812897,0.007187,0.012753,0.048690,0.206624,-0.008683,-0.047063
856,207106660,-77.784790,-3.621932,-135.813019,-0.013038,0.011049,0.023532,0.022161,-0.003419,-0.022911
857,207123327,-77.788780,-3.621725,-135.813385,-0.016290,0.013885,0.048736,0.121961,0.023852,-0.019081
858,207139994,-77.789154,-3.621690,-135.813110,-0.008489,0.010015,0.056261,0.344087,-0.033476,-0.018326
859,207156661,-77.787582,-3.620785,-135.812714,-0.014811,0.013017,0.047056,0.459959,-0.026624,0.032496
860,207173328,-77.789642,-3.620642,-135.813599,-0.005438,0.005320,0.049717,0.238307,0.023109,-0.023564
861,207189995,-77.793343,-3.620201,-135.812424,0.002315,0.010652,0.040039,0.146767,-0.084599,0.018384
862,207206662,-77.794067,-3.620045,-135.812714,-0.001119,0.015461,0.038895,0.321689,-0.012140,-0.013908
863,207223329,-77.794044,-3.620755,-135.813843,-0.004785,0.008703,0.047297,0.360659,0.055189,-0.082857
864,207239996,-77.792480,-3.621091,-135.814743,-0.001906,0.001773,0.056909,0.455759,0.021111,-0.052032
865,207256663,-77.790108,-3.621191,-135.813812,-0.007018,0.016278,0.045969,0.507599,-0.052186,-0.022962
866,207273330,-77.787270,-3.621690,-135.814041,0.002947,0.007916,0.040797,0.534198,-0.020324,-0.053825
867,207289997,-77.786110,-3.622047,-135.814835,0.001940,0.007579,0.049032,0.431439,0.016270,-0.052596
868,207306664,-77.786255,-3.622213,-135.815521,-0.015654,0.016274,0.044111,0.353538,0.013005,-0.040673
869,207323331,-77.783752,-3.621706,-135.814011,-0.011675,0.016790,0.039097,0.518997,-0.092026,0.024787
870,207339998,-77.781036,-3.620560,-135.813614,-0.016222,0.011383,0.038795,0.528038,-0.013088,0.046481
871,207356665,-77.777336,-3.620936,-135.814362,-0.008710,0.003499,0.057609,0.582516,0.029218,-0.056514
872,207373332,-77.774338,-3.620993,-135.815643,0.006851,0.002721,0.042152,0.538296,0.084106,-0.049202
873,207389999,-77.775726,-3.621284,-135.816544,-0.008042,-0.001157,0.048702,0.277097,0.017961,-0.047780
874,207406666,-77.780312,-3.620889,-135.816132,0.006030,0.013589,0.037297,0.091815,-0.038227,0.005539
875,207423333,-77.783714,-3.621229,-135.816162,-0.015719,0.013347,0.050026,0.159445,-0.014727,-0.045002
876,207440000,-77.784225,-3.621376,-135.816772,-0.010025,0.019282,0.033150,0.330141,0.018012,-0.039546
877,207456667,-77.780495,-3.621636,-135.817459,-0.025063,0.015426,0.048542,0.583169,0.052794,-0.054504
878,207473334,-77.773918,-3.621490,-135.819183,-0.000364,0.006489,0.046097,0.753903,0.062617,-0.031632
879,207490001,-77.771347,-3.620430,-135.820587,0.009002,0.012362,0.035690,0.514796,0.044944,0.027053
880,207506668,-77.775543,-3.620780,-135.819672,0.011733,-0.001631,0.044817,0.116250,-0.074802,-0.032118
881,207523335,-77.780266,-3.622491,-135.819199,-0.008109,0.013961,0.040138,0.082069,-0.063840,-0.118356
882,207540002,-77.780724,-3.622185,-135.820282,-0.007622,0.018158,0.053402,0.334470,0.021444,-0.013306
883,207556669,-77.778236,-3.622267,-135.820984,-0.006158,0.004801,0.044933,0.510045,0.032432,-0.038893
884,207573336,-77.777138,-3.621922,-135.820496,0.004406,0.001197,0.046121,0.431094,-0.028930,0.000531
885,207590003,-77.780029,-3.621029,-135.819275,-0.004117,0.002963,0.045937,0.194893,-0.064352,0.041025
886,207606670,-77.787529,-3.621693,-135.819199,0.005086,0.004558,0.040296,-0.085342,-0.045232,-0.057718
887,207623337,-77.794342,-3.622868,-135.818771,-0.018720,0.015912,0.049113,-0.043606,-0.038803,-0.090336
888,207640004,-77.791222,-3.622468,-135.819489,-0.019401,0.023575,0.035459,0.548233,0.023621,-0.007108
889,207656671,-77.779396,-3.622920,-135.820145,-0.011658,0.008948,0.040454,1.069273,0.042485,-0.063827
890,207673338,-77.771500,-3.622630,-135.820648,0.003509,-0.009676,0.046494,0.836363,0.018076,-0.013306
891,207690005,-77.770813,-3.623308,-135.820740,0.001344,0.006049,0.058553,0.405391,-0.011679,-0.066670
892,207706672,-77.775116,-3.623920,-135.820023,-0.006539,0.007022,0.053197,0.106786,-0.038778,-0.055708
893,207723339,-77.774956,-3.623902,-135.819595,-0.018278,0.011147,0.063424,0.374387,-0.025459,-0.020247
894,207740006,-77.770767,-3.624098,-135.818329,-0.013042,0.015667,0.039166,0.619411,-0.083574,-0.019991
895,207756673,-77.762543,-3.623623,-135.818939,0.005728,0.011869,0.033811,0.853716,0.065767,-0.012409
896,207773340,-77.759789,-3.624466,-135.817795,-0.007760,-0.015277,0.039468,0.531521,-0.063148,-0.065671
897,207790007,-77.764900,-3.623393,-135.817413,0.002580,-0.000903,0.047837,0.058186,-0.014919,0.042280
898,207806674,-77.773445,-3.624678,-135.815872,-0.001235,0.007692,0.054716,-0.144084,-0.109033,-0.081961
899,207823341,-77.777588,-3.623991,-135.814682,-0.026327,0.015353,0.057261,0.120617,-0.068770,0.030357
900,207840008,-77.774635,-3.623203,-135.815231,-0.009299,0.004610,0.045800,0.539692,0.018896,0.017077
901,207856675,-77.770775,-3.621124,-135.816696,-0.005232,0.013358,0.047494,0.587856,0.129415,0.072811
902,207873342,-77.768631,-3.620860,-135.818085,0.002924,0.006981,0.037942,0.487967,0.060965,-0.024383
903,207890009,-77.772087,-3.621907,-135.817764,0.010504,-0.002451,0.043548,0.157268,-0.047755,-0.081384
904,207906676,-77.778976,-3.621327,-135.817032,0.005257,-0.000753,0.035861,-0.046346,-0.057513,0.021547
905,207923343,-77.781784,-3.621549,-135.816681,-0.023911,0.022395,0.042995,0.193062,0.010956,-0.042607
906,207940010,-77.778000,-3.620852,-135.815964,-0.006128,0.022480,0.051259,0.591173,-0.009003,0.017897
907,207956677,-77.773987,-3.619802,-135.816010,-0.002598,0.003511,0.045555,0.604901,0.008843,0.035992
908,207973344,-77.771301,-3.619383,-135.816772,-0.006593,0.006127,0.048727,0.521366,0.038899,-0.009899
909,207990011,-77.769081,-3.619773,-135.817017,-0.012546,0.005720,0.045488,0.495407,0.009163,-0.053607
910,208006678,-77.768982,-3.619845,-135.817215,-0.014510,0.015701,0.038305,0.369111,0.000198,-0.031734
911,208023345,-77.769302,-3.619607,-135.816940,-0.014031,0.017181,0.044323,0.345547,-0.021566,-0.007633
912,208040012,-77.766800,-3.618678,-135.817642,0.024334,0.014352,0.043815,0.510480,0.057494,0.017538
913,208056679,-77.761932,-3.617947,-135.817337,0.007281,0.006598,0.038897,0.654910,0.012134,0.010969
914,208073346,-77.761154,-3.618926,-135.817642,0.003441,0.012419,0.034442,0.407965,0.010841,-0.089760
915,208090013,-77.763680,-3.619918,-135.818878,0.005066,0.005560,0.032322,0.209774,0.010802,-0.089529
916,208106680,-77.765488,-3.620637,-135.818649,-0.001265,-0.000769,0.033898,0.256018,-0.040660,-0.062149
917,208123347,-77.767212,-3.619496,-135.818298,-0.007725,-0.003829,0.047130,0.258887,0.017961,0.039104
918,208140014,-77.770683,-3.620907,-135.817047,-0.002030,0.011469,0.053070,0.159650,-0.093832,-0.094498
919,208156681,-77.768913,-3.621116,-135.816437,0.007136,0.008164,0.046913,0.473419,-0.067233,-0.024691
920,208173348,-77.765244,-3.620626,-135.816559,-0.001400,0.014748,0.048845,0.585385,-0.037023,0.010636
921,208190015,-77.762283,-3.621872,-135.816864,-0.006263,0.013213,0.039476,0.538488,0.010828,-0.105883
922,208206682,-77.762527,-3.622215,-135.815338,0.001750,0.009548,0.038951,0.353936,-0.101478,-0.025549
923,208223349,-77.764336,-3.622361,-135.814209,-0.012847,0.003462,0.040908,0.259937,-0.077811,-0.018697
924,208240016,-77.767349,-3.623175,-135.813736,-0.005551,0.020983,0.042348,0.185148,-0.066836,-0.062469
925,208256683,-77.764885,-3.623091,-135.813599,-0.010428,0.019422,0.054867,0.510237,0.007383,-0.024575
926,208273350,-77.760117,-3.623118,-135.814209,0.005677,0.004374,0.043180,0.646253,0.041691,-0.037266
927,208290017,-77.759727,-3.622531,-135.814499,0.010911,-0.008682,0.039222,0.387283,-0.013908,0.010789
928,208306684,-77.766991,-3.622197,-135.813217,-0.005893,0.003440,0.039334,-0.068514,-0.063289,0.007280
929,208323351,-77.776337,-3.620863,-135.811523,-0.018194,0.012689,0.034356,-0.191621,-0.074495,0.070800
930,208340018,-77.779541,-3.621086,-135.810425,-0.013495,0.013718,0.038238,0.172380,-0.046000,-0.030889
931,208356685,-77.771523,-3.620834,-135.810959,-0.017844,0.003408,0.049325,0.841883,0.037747,-0.020311
932,208373352,-77.759460,-3.620062,-135.811600,0.002595,-0.007315,0.038678,1.084128,0.047159,0.010405
933,208390019,-77.752167,-3.619188,-135.811905,0.009240,-0.011898,0.045124,0.799020,0.020433,0.021047
934,208406686,-77.755432,-3.620435,-135.809967,-0.003195,-0.003323,0.043441,0.174109,-0.130394,-0.074584
935,208423353,-77.762627,-3.620774,-135.809219,-0.014513,0.002335,0.048907,-0.065517,-0.058884,-0.034539
936,208440020,-77.764542,-3.621414,-135.807541,-0.013122,0.015416,0.035162,0.253700,-0.100107,-0.043887
937,208456687,-77.758553,-3.620356,-135.808365,-0.003559,0.011975,0.039540,0.719826,0.041089,0.030063
938,208473354,-77.749504,-3.619591,-135.808334,-0.003224,0.013067,0.031926,0.905249,0.002696,0.019805
939,208490021,-77.745216,-3.619556,-135.808319,0.009476,0.001969,0.040584,0.619437,0.008535,-0.025805
940,208506688,-77.751114,-3.619601,-135.807861,0.000308,-0.010461,0.052774,0.010597,-0.041134,-0.020951
941,208523355,-77.762024,-3.619985,-135.808640,0.003617,0.019808,0.038647,-0.296429,0.050066,-0.061176
942,208540022,-77.769737,-3.620261,-135.807465,-0.016182,0.022081,0.044878,-0.095766,-0.065748,-0.029339
943,208556689,-77.769493,-3.618790,-135.806778,-0.021467,0.014487,0.029756,0.380355,-0.031158,0.068930
944,208573356,-77.763329,-3.617862,-135.806442,-0.009340,-0.010941,0.059682,0.733477,-0.015393,0.034379
945,208590023,-77.760750,-3.617564,-135.806976,-0.006442,-0.013382,0.040367,0.516115,0.021982,-0.013613
946,208606690,-77.761658,-3.618823,-135.806671,0.000796,0.009194,0.048567,0.310048,-0.049279,-0.093999
947,208623357,-77.765427,-3.618835,-135.806580,-0.015061,0.001014,0.059854,0.136586,-0.000628,-0.027675
948,208640024,-77.770432,-3.618813,-135.806656,-0.005418,0.014928,0.044327,0.060837,0.012979,-0.027726
949,208656691,-77.770767,-3.619698,-135.805786,-0.014741,0.013403,0.054385,0.345637,-0.069987,-0.066106
950,208673358,-77.764847,-3.620017,-135.806259,-0.010646,0.009867,0.047807,0.717021,0.019395,-0.050380
951,208690025,-77.757935,-3.618642,-135.806961,0.009580,0.009532,0.038011,0.775264,0.051155,0.046903
952,208706692,-77.753670,-3.618396,-135.805862,0.005071,0.001965,0.045878,0.621294,-0.061573,0.000724
953,208723359,-77.755402,-3.618755,-135.805725,0.005720,0.009478,0.041965,0.258669,-0.009643,-0.047550
954,208740026,-77.758179,-3.618946,-135.804581,-0.013335,0.009636,0.042610,0.200631,-0.087531,-0.019747
955,208756693,-77.760460,-3.618615,-135.804108,-0.002640,0.006018,0.042834,0.227729,-0.025382,-0.000935
956,208773360,-77.757263,-3.618839,-135.804367,-0.012326,0.011171,0.031573,0.552562,0.025043,-0.046961
957,208790027,-77.753204,-3.617395,-135.805054,0.001169,-0.003643,0.051468,0.603198,0.065946,0.046903
958,208806694,-77.751678,-3.616463,-135.804108,-0.001324,0.015186,0.043468,0.455708,-0.031209,0.037542
959,208823361,-77.755211,-3.616916,-135.804596,-0.001950,0.020216,0.039883,0.149969,0.017436,-0.059063
960,208840028,-77.763176,-3.617840,-135.803513,0.000463,0.000691,0.035501,-0.111595,-0.079169,-0.066068
961,208856695,-77.770599,-3.617967,-135.803421,-0.001350,0.011775,0.046848,-0.082409,-0.020708,-0.029595
962,208873362,-77.770645,-3.617947,-135.804153,-0.004328,0.017962,0.032789,0.358956,0.008894,-0.026996
963,208890029,-77.762062,-3.617152,-135.805984,-0.005126,0.012115,0.054592,0.873694,0.080533,0.004617
964,208906696,-77.753403,-3.616545,-135.807159,0.013482,-0.004030,0.040192,0.878304,0.058250,-0.002510
965,208923363,-77.754326,-3.617664,-135.807938,0.003108,-0.001135,0.037642,0.303773,0.015284,-0.099390
966,208940030,-77.761551,-3.618259,-135.808273,0.000900,0.009320,0.046894,-0.072125,0.002337,-0.064493
967,208956697,-77.764885,-3.619549,-135.808365,-0.013184,0.018183,0.042890,0.162455,-0.002997,-0.106318
968,208973364,-77.760902,-3.619438,-135.809052,-0.006435,0.012546,0.030930,0.600176,0.036159,-0.028430
969,208990031,-77.750237,-3.618728,-135.810043,-0.005093,0.014497,0.038828,0.999529,0.040577,0.007165
970,209006698,-77.744583,-3.618148,-135.810455,0.003778,-0.012665,0.047578,0.701525,0.016731,0.004399
971,209023365,-77.751274,-3.618197,-135.810089,0.006158,0.004914,0.040569,-0.040596,0.011878,-0.032515
972,209040032,-77.764626,-3.618206,-135.809052,-0.006677,0.010565,0.052142,-0.436440,-0.040583,-0.019619
973,209056699,-77.773010,-3.618601,-135.808655,-0.003548,0.018302,0.048721,-0.137732,-0.050124,-0.040583
974,209073366,-77.769699,-3.619526,-135.809296,-0.013749,0.008400,0.043142,0.560041,-0.000448,-0.084189
975,209090033,-77.758362,-3.619807,-135.808685,-0.011152,-0.011714,0.052395,1.044864,-0.042940,-0.036524
976,209106700,-77.748741,-3.620078,-135.808685,0.008509,-0.010718,0.041845,0.939980,-0.011743,-0.040699
977,209123367,-77.748940,-3.619449,-135.808121,0.014226,0.018597,0.035629,0.352066,-0.020695,0.015336
978,209140034,-77.755020,-3.620079,-135.808441,0.002388,0.006775,0.041024,-0.001562,-0.022232,-0.061138
979,209156701,-77.757515,-3.619321,-135.807388,-0.014012,0.018904,0.039492,0.215204,-0.043017,0.028718
980,209173368,-77.754028,-3.619472,-135.807510,-0.011182,0.004744,0.045463,0.570440,0.026861,-0.042824
981,209190035,-77.747437,-3.618245,-135.809143,0.000058,-0.009549,0.056787,0.752495,0.086872,0.029538
982,209206702,-77.745094,-3.618266,-135.808884,-0.000421,0.000330,0.052495,0.506587,-0.050649,-0.017980
983,209223369,-77.747040,-3.618009,-135.809341,0.008143,0.007310,0.040929,0.243558,0.025593,-0.016956
984,209240036,-77.751625,-3.617970,-135.808868,-0.001159,0.007283,0.040249,0.087973,-0.028840,-0.018697
985,209256703,-77.753181,-3.618438,-135.808594,-0.022119,0.007710,0.041243,0.268799,-0.007108,-0.053454
986,209273370,-77.750435,-3.618024,-135.809692,0.009351,0.003936,0.031913,0.522557,0.065831,-0.016623
987,209290037,-77.747826,-3.618635,-135.810120,-0.006578,0.013022,0.045334,0.517037,0.022277,-0.068796
988,209306704,-77.751915,-3.618834,-135.809570,-0.005943,0.004888,0.047995,0.118708,-0.035832,-0.031158
989,209323371,-77.755898,-3.619453,-135.809738,-0.004496,0.008546,0.056191,0.121347,0.013530,-0.067835
990,209340038,-77.754967,-3.620131,-135.809891,-0.005190,-0.001716,0.042465,0.417839,-0.018262,-0.065492
991,209356705,-77.752213,-3.619862,-135.808929,-0.012065,0.004043,0.044922,0.530830,-0.052813,0.001018
992,209373372,-77.750229,-3.618528,-135.808472,-0.011226,0.002047,0.047516,0.483702,-0.031593,0.061490
993,209390039,-77.751183,-3.617766,-135.807892,0.001282,-0.005185,0.049023,0.307897,-0.034231,0.028385
994,209406706,-77.753815,-3.617739,-135.808334,-0.002351,-0.004627,0.044258,0.202821,0.029154,-0.031337
995,209423373,-77.754944,-3.617550,-135.808121,-0.014111,0.013345,0.042897,0.294642,-0.021041,-0.009835
996,209440040,-77.752411,-3.617077,-135.808136,-0.007451,0.014613,0.039407,0.514450,0.005449,0.001863
997,209456707,-77.747704,-3.617400,-135.808533,0.001576,0.013541,0.041849,0.642988,0.020625,-0.050918
998,209473374,-77.746239,-3.616803,-135.808472,0.002248,0.003056,0.054199,0.449356,0.000365,0.008920
999,209490041,-77.746239,-3.617360,-135.808609,-0.004510,-0.009673,0.047906,0.361632,-0.007850,-0.059767
1000,209506708,-77.745644,-3.617648,-135.810486,-0.012826,0.006509,0.036129,0.390856,0.101471,-0.065645
1001,209523375,-77.746284,-3.617454,-135.810822,0.013020,0.011427,0.054426,0.322726,0.010392,-0.017993
1002,209540042,-77.746689,-3.617201,-135.810577,0.006345,0.010959,0.053239,0.337531,-0.005097,-0.010348
1003,209556709,-77.746902,-3.616739,-135.810959,-0.003871,0.008187,0.043200,0.347379,0.026554,-0.004585
1004,209573376,-77.746346,-3.617194,-135.809723,0.001378,-0.003980,0.042461,0.400653,-0.068975,-0.040481
1005,209590043,-77.745934,-3.616259,-135.810303,-0.018516,0.008538,0.059073,0.384005,0.037900,0.022110
1006,209606710,-77.743530,-3.616132,-135.810196,0.001159,-0.005013,0.044917,0.506690,-0.009054,-0.018083
1007,209623377,-77.738228,-3.615600,-135.810242,-0.009825,0.005072,0.046074,0.678909,0.015054,0.002888
1008,209640044,-77.735916,-3.616047,-135.810547,0.003469,0.006745,0.055594,0.497712,0.041768,-0.064506
1009,209656711,-77.735878,-3.616811,-135.810379,-0.000661,0.013283,0.046164,0.363720,-0.012819,-0.071716
1010,209673378,-77.735817,-3.617167,-135.810226,0.000733,0.005934,0.035048,0.367088,-0.024563,-0.043017
1011,209690045,-77.737030,-3.617169,-135.811310,0.000752,0.011892,0.043722,0.284896,0.062617,-0.040699
1012,209706712,-77.738922,-3.617066,-135.809982,0.006401,-0.000751,0.054308,0.252714,-0.080590,-0.003061
1013,209723379,-77.741470,-3.617010,-135.809692,-0.000239,0.018394,0.042728,0.208647,0.000877,-0.024166
1014,209740046,-77.743935,-3.616491,-135.809631,-0.011206,0.019204,0.045211,0.214615,-0.010386,0.007011
1015,209756713,-77.745720,-3.616403,-135.808090,-0.005240,-0.003824,0.026614,0.259937,-0.085546,-0.002715
1016,209773380,-77.742638,-3.617330,-135.807434,-0.012629,0.003767,0.045380,0.549809,-0.061278,-0.069884
1017,209790047,-77.738739,-3.616921,-135.807465,-0.007972,0.000451,0.045400,0.595604,0.001658,-0.001870
1018,209806714,-77.735580,-3.617360,-135.807449,-0.006241,0.000457,0.042494,0.550743,-0.000141,-0.052929
1019,209823381,-77.735977,-3.617932,-135.807907,-0.004156,0.009915,0.049441,0.335994,0.017231,-0.065120
1020,209840048,-77.735443,-3.617894,-135.805832,-0.003587,0.016362,0.045001,0.400218,-0.112107,-0.001268
1021,209856715,-77.732140,-3.617216,-135.804764,-0.006080,0.006869,0.049922,0.564049,-0.042850,0.023506
1022,209873382,-77.728752,-3.617393,-135.803604,-0.014707,0.013948,0.055354,0.569338,-0.071997,-0.022693
1023,209890049,-77.725563,-3.617645,-135.804977,-0.020670,-0.014105,0.033848,0.549911,0.042652,-0.050854
1024,209906716,-77.724022,-3.617477,-135.805756,-0.005227,0.003962,0.044298,0.450944,0.042716,-0.026087
1025,209923383,-77.728394,-3.617156,-135.805969,-0.012368,0.012882,0.059316,0.098398,0.020176,-0.012243
1026,209940050,-77.733299,-3.617205,-135.804062,-0.010738,-0.004206,0.044291,0.075743,-0.126450,-0.002292
1027,209956717,-77.732971,-3.617304,-135.803955,-0.011076,0.003957,0.033146,0.382225,-0.006121,-0.030940
1028,209973384,-77.731880,-3.617400,-135.803818,-0.010764,0.004842,0.040211,0.427444,-0.008990,-0.031055
1029,209990051,-77.731697,-3.617640,-135.804688,0.009188,0.002714,0.046852,0.369367,0.042344,-0.050713
1030,210006718,-77.732925,-3.616425,-135.804565,-0.007804,0.006896,0.028326,0.289007,0.006358,0.045174
1031,210023385,-77.736351,-3.615790,-135.803696,0.001356,0.006530,0.049547,0.159535,-0.045642,0.022674
1032,210040052,-77.739220,-3.615968,-135.802841,-0.006921,0.005364,0.054790,0.192345,-0.045642,-0.028148
1033,210056719,-77.738144,-3.615341,-135.804672,-0.003990,0.013704,0.034560,0.420708,0.092174,-0.008452
1034,210073386,-77.735260,-3.616324,-135.804413,-0.000815,0.007457,0.035884,0.535555,-0.018633,-0.082524
1035,210090053,-77.732208,-3.616132,-135.803940,0.004078,0.009294,0.039357,0.547260,-0.036242,-0.006467
1036,210106720,-77.727844,-3.616252,-135.806000,-0.015127,0.003237,0.041429,0.617567,0.095465,-0.055733
1037,210123387,-77.724350,-3.615448,-135.806442,-0.016958,0.009424,0.043686,0.569415,0.042191,0.013427
1038,210140054,-77.723076,-3.616409,-135.806137,-0.008699,0.000849,0.048600,0.439802,-0.035013,-0.078106
1039,210156721,-77.722794,-3.616678,-135.806122,-0.013672,0.018619,0.043059,0.378075,0.001351,-0.043875
1040,210173388,-77.723236,-3.617340,-135.806473,0.002147,0.004076,0.036819,0.332741,0.028270,-0.073739
1041,210190055,-77.723068,-3.617343,-135.806091,-0.005473,0.003198,0.053992,0.373311,-0.029058,-0.021079
1042,210206722,-77.721413,-3.616570,-135.805069,-0.008866,0.012483,0.033092,0.463980,-0.030646,0.026874
1043,210223389,-77.719925,-3.615788,-135.804138,0.017775,0.014642,0.041828,0.452660,-0.026484,0.026695
1044,210240056,-77.723152,-3.614578,-135.803940,-0.009146,0.019369,0.044231,0.169063,-0.000525,0.047108
1045,210256723,-77.728249,-3.614125,-135.804199,-0.013363,0.001313,0.051364,0.055727,-0.000832,0.001722
1046,210273390,-77.729408,-3.614238,-135.802261,-0.011989,0.006445,0.044357,0.298407,-0.093102,-0.013216
1047,210290057,-77.725700,-3.614893,-135.802078,0.010884,0.030116,0.033968,0.585410,-0.034718,-0.059178
1048,210306724,-77.720413,-3.615241,-135.803589,-0.013108,0.000734,0.047174,0.674312,0.079393,-0.064313
1049,210323391,-77.718353,-3.615863,-135.804443,-0.009824,0.014068,0.038280,0.482947,0.025952,-0.069871
1050,210340058,-77.719193,-3.616504,-135.803726,-0.002019,-0.003152,0.051205,0.314633,-0.048139,-0.054811
