PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
2896,241107340,-77.069267,-3.594520,0.025003,0.010828,0.000146,0.048557,0.610126,-0.031132,-0.085303
2897,241124007,-77.064896,-3.593873,0.024057,-0.003022,0.010946,0.056915,0.612944,0.083683,-0.004662
2898,241140674,-77.067757,-3.593541,0.023992,0.015256,0.017586,0.052037,0.183675,0.019792,-0.009694
2899,241157341,-77.075966,-3.594250,0.026039,0.001809,0.005991,0.045438,-0.129562,-0.106728,-0.045168
2900,241174008,-77.081741,-3.595288,0.026309,0.001430,0.002337,0.041069,0.009522,-0.015893,-0.086353
2901,241190675,-77.079178,-3.594836,0.026280,0.002369,-0.012212,0.038439,0.506818,0.026464,-0.004124
2902,241207342,-77.070282,-3.594539,0.025509,0.009744,-0.005132,0.035694,0.883978,0.070774,-0.023269
2903,241224009,-77.062866,-3.594668,0.025989,-0.005076,0.002978,0.057164,0.802644,-0.016482,-0.029647
2904,241240676,-77.062462,-3.594358,0.026311,0.006787,0.020220,0.048420,0.378831,0.000557,-0.006301
2905,241257343,-77.065712,-3.594778,0.026310,0.001976,-0.003779,0.046197,0.160598,0.010034,-0.052993
2906,241274010,-77.066597,-3.595037,0.026535,0.002859,-0.006631,0.042355,0.303120,-0.004841,-0.040673
2907,241290677,-77.064316,-3.594475,0.026802,0.002005,-0.001350,0.031506,0.492020,0.015713,0.005917
2908,241307344,-77.059319,-3.593855,0.026570,-0.006093,0.012875,0.051636,0.654373,0.029627,0.006064
2909,241324011,-77.055138,-3.592856,0.026752,0.019233,0.003994,0.051052,0.606361,0.005193,0.034827
2910,241340678,-77.056999,-3.593449,0.026777,-0.002527,0.008880,0.031670,0.243468,-0.000231,-0.061483
2911,241357345,-77.061958,-3.593141,0.026718,0.001329,-0.001930,0.060803,0.057007,0.014452,-0.010155
2912,241374012,-77.067459,-3.592587,0.027066,0.002082,0.001098,0.043449,0.027463,-0.002997,0.009125
2913,241390679,-77.068527,-3.591673,0.026618,0.000393,-0.001881,0.052830,0.288815,0.037990,0.022200
2914,241407346,-77.068153,-3.591569,0.026583,0.007285,-0.003526,0.041371,0.377896,0.016655,-0.021937
2915,241424013,-77.069077,-3.591769,0.024846,0.010536,-0.000915,0.047705,0.291927,0.111217,-0.063417
2916,241440680,-77.071190,-3.591630,0.024609,-0.000837,0.009171,0.035090,0.227601,0.030754,-0.024358
2917,241457347,-77.074944,-3.591612,0.025028,-0.012379,0.018778,0.053690,0.130900,-0.003355,-0.023858
2918,241474014,-77.079536,-3.592063,0.026860,-0.010240,0.010114,0.043159,0.086795,-0.100274,-0.029992
2919,241490681,-77.080978,-3.592298,0.027259,0.013613,-0.001261,0.039638,0.269964,-0.020260,-0.035614
2920,241507348,-77.075104,-3.592079,0.026829,-0.003193,-0.002235,0.048300,0.705944,0.035890,-0.019658
2921,241524015,-77.069733,-3.591988,0.027207,0.010588,0.004256,0.030783,0.679204,-0.016623,-0.016571
2922,241540682,-77.068352,-3.592131,0.027238,0.017125,0.011661,0.043192,0.437932,0.005756,-0.034910
2923,241557349,-77.070282,-3.592593,0.028227,0.014313,0.008646,0.044915,0.243455,-0.064685,-0.038342
2924,241574016,-77.072823,-3.593800,0.028560,0.015511,-0.001451,0.057876,0.202628,-0.023973,-0.093358
2925,241590683,-77.071243,-3.593630,0.028711,-0.003099,-0.005118,0.034328,0.451315,0.008369,-0.016776
2926,241607350,-77.067169,-3.593118,0.028467,0.008833,-0.002886,0.039236,0.597922,0.035442,-0.002203
2927,241624017,-77.063217,-3.592877,0.028225,0.000275,0.008544,0.040513,0.591096,0.031011,-0.018108
2928,241640684,-77.062836,-3.593987,0.028057,0.011090,0.020191,0.034990,0.378037,0.008087,-0.095459
2929,241657351,-77.067352,-3.594523,0.028601,0.005406,-0.008214,0.050764,0.085041,-0.020951,-0.053607
2930,241674018,-77.071976,-3.594500,0.029174,-0.006895,-0.010508,0.054534,0.079764,-0.021054,-0.018851
2931,241690685,-77.072815,-3.594783,0.029107,0.007194,-0.002834,0.044882,0.304849,0.010648,-0.044720
2932,241707352,-77.068451,-3.594617,0.028662,0.010375,0.001351,0.046898,0.615454,0.033854,-0.022872
2933,241724019,-77.062920,-3.593962,0.029548,0.009135,0.003998,0.040039,0.690499,-0.024191,0.020778
2934,241740686,-77.061440,-3.594832,0.028179,-0.003462,0.021262,0.043991,0.438970,0.074424,-0.096573
2935,241757353,-77.066521,-3.596404,0.029059,0.004560,0.028257,0.056145,0.052500,-0.063122,-0.107381
2936,241774020,-77.071381,-3.596524,0.030348,0.005652,0.003048,0.051362,0.068508,-0.056899,-0.019773
2937,241790687,-77.073990,-3.595911,0.030741,-0.001066,-0.005734,0.031041,0.198658,-0.004969,0.013338
2938,241807354,-77.073944,-3.595681,0.030946,0.001934,-0.009294,0.039447,0.358520,0.011891,-0.013690
2939,241824021,-77.073822,-3.595323,0.031400,0.023030,-0.006630,0.039401,0.364091,-0.012934,-0.000077
2940,241840688,-77.072906,-3.595924,0.031609,-0.001968,0.004246,0.043575,0.410155,0.001454,-0.063122
2941,241857355,-77.073631,-3.595570,0.032896,-0.014105,-0.006030,0.036768,0.316298,-0.051315,0.008433
2942,241874022,-77.071205,-3.596141,0.031929,-0.001463,-0.000464,0.040350,0.496803,0.058864,-0.073624
2943,241890689,-77.065186,-3.597426,0.032255,0.002843,0.004693,0.041204,0.719365,-0.038573,-0.096317
2944,241907356,-77.057632,-3.597262,0.032099,0.008463,0.022445,0.047668,0.806781,0.029666,-0.022168
2945,241924023,-77.054962,-3.597692,0.032427,0.008417,0.015146,0.047251,0.516691,-0.008939,-0.049292
2946,241940690,-77.058083,-3.596858,0.033242,-0.001433,0.011570,0.046660,0.170395,-0.018992,0.029576
2947,241957357,-77.063934,-3.596981,0.034260,-0.006655,0.008324,0.042253,0.006704,-0.043170,-0.022642
2948,241974024,-77.065277,-3.596342,0.034462,-0.011404,-0.013193,0.038662,0.275778,-0.000013,0.013427
2949,241990691,-77.062813,-3.595374,0.033922,-0.003811,0.009255,0.033033,0.501439,0.045610,0.023903
2950,242007358,-77.056267,-3.594293,0.032282,-0.004418,0.013319,0.032607,0.741904,0.116378,0.014593
2951,242024025,-77.057823,-3.594120,0.032701,0.017127,0.021858,0.034633,0.262946,0.001838,-0.014702
2952,242040692,-77.066360,-3.594063,0.032610,0.017098,0.014511,0.035139,-0.158696,0.029525,-0.029032
2953,242057359,-77.076797,-3.593961,0.033920,0.001017,0.001664,0.044328,-0.265757,-0.065440,-0.004623
2954,242074026,-77.079544,-3.593307,0.034407,0.003133,-0.019196,0.031663,0.192140,-0.011487,0.017884
2955,242090693,-77.072586,-3.593222,0.034164,-0.001763,0.001096,0.039285,0.771038,0.039873,-0.029109
2956,242107360,-77.065308,-3.592770,0.033543,-0.000776,0.015862,0.042537,0.790158,0.044035,-0.007172
2957,242124027,-77.064705,-3.592834,0.033510,-0.002074,0.028991,0.015625,0.390677,0.005590,-0.029647
2958,242140694,-77.074608,-3.593702,0.034610,0.002550,0.004023,0.039643,-0.235137,-0.057475,-0.065351
2959,242157361,-77.084229,-3.594346,0.034506,-0.009507,-0.000358,0.042500,-0.222331,0.003695,-0.065825
2960,242174028,-77.082344,-3.594401,0.033669,0.005565,-0.020132,0.043733,0.464621,0.058736,-0.042504
2961,242190695,-77.072227,-3.594166,0.033887,0.003205,-0.007145,0.049735,0.963044,0.008535,-0.012640
2962,242207362,-77.061768,-3.593015,0.033356,-0.012315,0.017452,0.042422,0.979692,0.064550,0.030319
2963,242224029,-77.057846,-3.592521,0.034730,-0.000060,0.011667,0.043521,0.593440,-0.053415,0.017141
2964,242240696,-77.062668,-3.591807,0.035380,-0.007250,0.005324,0.045135,0.068597,-0.023807,0.024031
2965,242257363,-77.069687,-3.593512,0.034653,0.017198,0.003308,0.031975,-0.067720,0.021303,-0.134941
2966,242274030,-77.072639,-3.594234,0.035763,0.006627,-0.015933,0.042388,0.181280,-0.069436,-0.053505
2967,242290697,-77.067535,-3.594434,0.035310,-0.005719,-0.006039,0.036309,0.661109,0.022353,-0.042671
2968,242307364,-77.060684,-3.594253,0.034867,0.019903,0.015471,0.043429,0.764686,0.037324,-0.022488
2969,242324031,-77.057945,-3.593791,0.034259,0.001925,0.025027,0.044523,0.517985,0.055829,-0.009195
2970,242340698,-77.062332,-3.594007,0.034814,-0.003987,0.014419,0.037279,0.093160,-0.026176,-0.032131
2971,242357365,-77.069298,-3.595149,0.034734,0.004691,-0.002448,0.051047,-0.063315,0.001786,-0.096611
2972,242374032,-77.072289,-3.596147,0.035108,-0.005345,-0.002321,0.033128,0.177592,-0.026304,-0.080821
2973,242390699,-77.067627,-3.595636,0.035052,-0.010048,-0.019513,0.049659,0.633690,0.014951,0.003234
2974,242407366,-77.058510,-3.594906,0.033863,-0.013370,0.012688,0.042055,0.898372,0.092097,-0.001959
2975,242424033,-77.056213,-3.593744,0.034490,-0.005445,0.020566,0.026646,0.496112,-0.014049,0.049490
2976,242440700,-77.060623,-3.594284,0.035099,0.012839,0.017615,0.055882,0.091610,-0.035819,-0.049765
2977,242457367,-77.070648,-3.595042,0.036037,0.005734,0.000409,0.057105,-0.243065,-0.046128,-0.061829
2978,242474034,-77.076988,-3.595434,0.036961,-0.002539,-0.001289,0.043363,-0.022821,-0.041454,-0.040955
2979,242490701,-77.071732,-3.595796,0.035863,-0.006781,-0.012969,0.034889,0.667627,0.061144,-0.061624
2980,242507368,-77.057327,-3.594625,0.035004,0.006748,0.017321,0.031964,1.216981,0.059236,0.033188
2981,242524035,-77.044891,-3.593030,0.033415,0.002307,0.016162,0.062201,1.094924,0.118696,0.045034
2982,242540702,-77.043617,-3.594231,0.034231,-0.012176,0.015500,0.048375,0.433937,-0.038893,-0.090605
2983,242557369,-77.051857,-3.594849,0.034800,0.011856,0.006399,0.058018,-0.136605,-0.034590,-0.055900
2984,242574036,-77.056709,-3.595414,0.034721,-0.011685,-0.012047,0.061109,0.062822,0.019472,-0.065120
2985,242590703,-77.053146,-3.594733,0.035399,-0.014230,-0.012964,0.035506,0.571041,-0.018339,0.020343
2986,242607370,-77.042229,-3.594651,0.034297,0.003085,0.013930,0.044586,1.005702,0.080584,-0.039123
2987,242624037,-77.036652,-3.593772,0.034069,0.002438,0.034040,0.032655,0.689231,0.036825,0.019895
2988,242640704,-77.041183,-3.593985,0.034333,-0.000097,0.034052,0.032516,0.083478,-0.006352,-0.037049
2989,242657371,-77.053062,-3.593944,0.035707,0.021077,0.015679,0.051699,-0.353647,-0.051866,-0.010335
2990,242674038,-77.060814,-3.594359,0.035938,0.014182,-0.007334,0.039818,-0.108457,-0.007786,-0.049548
2991,242690705,-77.060509,-3.592387,0.035318,0.004874,-0.011905,0.041015,0.370712,0.065357,0.081506
2992,242707372,-77.056259,-3.593067,0.034656,-0.004954,0.001938,0.041786,0.605683,0.042588,-0.077376
2993,242724039,-77.054260,-3.593772,0.033744,-0.000803,0.004277,0.032863,0.472305,0.052039,-0.081205
2994,242740706,-77.055672,-3.593464,0.033481,-0.005853,0.010727,0.046940,0.270938,0.013645,-0.009093
2995,242757373,-77.059311,-3.593798,0.034404,-0.008639,0.008352,0.038076,0.139634,-0.045693,-0.036319
2996,242774040,-77.062073,-3.593995,0.033133,0.008143,0.001890,0.043711,0.184187,0.084490,-0.056694
2997,242790707,-77.061104,-3.593070,0.034362,-0.011406,0.001859,0.031997,0.419120,-0.048113,0.042395
2998,242807374,-77.054329,-3.593534,0.033499,0.012036,-0.002011,0.048602,0.757912,0.054728,-0.067310
2999,242824041,-77.050194,-3.593815,0.032185,0.006327,0.010865,0.050385,0.597807,0.088818,-0.062585
3000,242840708,-77.048630,-3.594850,0.031494,-0.003668,0.023124,0.048802,0.446910,0.021483,-0.094434
3001,242857375,-77.049538,-3.595100,0.031743,-0.010626,0.007306,0.046248,0.302582,-0.010437,-0.038163
3002,242874042,-77.053947,-3.594957,0.031982,0.000432,-0.000723,0.037086,0.092648,-0.010578,-0.013639
3003,242890709,-77.054237,-3.594166,0.031968,0.012793,0.003773,0.038693,0.335546,0.036812,0.014337
3004,242907376,-77.050911,-3.594518,0.031580,0.009776,-0.001571,0.038867,0.553394,0.015733,-0.050444
3005,242924043,-77.047905,-3.594122,0.030345,0.016754,0.007735,0.044612,0.531124,0.090368,-0.021540
3006,242940710,-77.046623,-3.594261,0.030699,-0.006985,0.012573,0.051687,0.432579,-0.010168,-0.031004
3007,242957377,-77.045776,-3.594425,0.030435,0.013346,-0.000918,0.040151,0.403394,0.026861,-0.041762
3008,242974044,-77.050446,-3.595439,0.029360,-0.003678,0.010188,0.046070,0.070339,0.066446,-0.103680
3009,242990711,-77.054451,-3.594636,0.028847,0.014502,-0.006002,0.049420,0.112331,0.048927,0.012749
3010,243007378,-77.052719,-3.594904,0.028573,0.011093,0.009356,0.039901,0.457475,0.017205,-0.045053
3011,243024045,-77.045586,-3.595260,0.027491,0.009275,0.004182,0.047393,0.780592,0.065741,-0.061932
3012,243040712,-77.042564,-3.595428,0.027115,0.010195,0.006486,0.044375,0.532520,0.048799,-0.046730
3013,243057379,-77.045624,-3.594878,0.027547,-0.006128,0.023027,0.046262,0.173981,0.004476,0.007934
3014,243074046,-77.053574,-3.594950,0.028453,0.001758,-0.000542,0.045239,-0.120226,-0.034283,-0.022078
3015,243090713,-77.061272,-3.595821,0.029153,0.011792,-0.005205,0.040620,-0.103040,-0.048485,-0.067976
3016,243107380,-77.061729,-3.595185,0.028854,-0.006524,-0.013272,0.036372,0.326146,0.040218,0.004886
3017,243124047,-77.052887,-3.594783,0.027678,-0.010330,0.000929,0.043592,0.881173,0.079969,-0.019709
3018,243140714,-77.042213,-3.595497,0.028028,0.009384,0.009189,0.045984,0.995380,-0.015893,-0.065940
3019,243157381,-77.036827,-3.595673,0.028146,-0.008828,0.017909,0.046027,0.679537,0.015208,-0.039418
3020,243174048,-77.041458,-3.595311,0.028083,-0.000627,0.008860,0.054749,0.075679,0.024633,-0.009502
3021,243190715,-77.045769,-3.595180,0.028023,0.001417,0.015315,0.044694,0.096899,0.006871,-0.019094
3022,243207382,-77.044632,-3.595513,0.028623,0.012034,-0.014478,0.053314,0.425280,-0.024563,-0.040404
3023,243224049,-77.035950,-3.594877,0.028022,-0.009106,-0.009067,0.049278,0.873105,0.064525,-0.000423
3024,243240716,-77.026901,-3.594875,0.027910,0.003087,0.011358,0.044251,0.897629,0.027835,-0.032144
3025,243257383,-77.023895,-3.595652,0.027839,0.008367,0.012939,0.030810,0.534441,0.007191,-0.075109
3026,243274050,-77.028427,-3.594925,0.027744,-0.008378,0.010855,0.046501,0.083465,0.027835,0.012403
3027,243290717,-77.032928,-3.594434,0.027395,0.003641,-0.009260,0.034289,0.083248,0.046852,-0.005494
3028,243307384,-77.034653,-3.594515,0.028631,0.000694,0.001632,0.039686,0.255455,-0.048626,-0.018620
3029,243324051,-77.034889,-3.594218,0.028918,0.003118,0.005678,0.039091,0.340758,0.002094,-0.007978
3030,243340718,-77.035400,-3.593297,0.029591,0.003324,0.013756,0.043325,0.327644,-0.018249,0.035890
3031,243357385,-77.036736,-3.593138,0.029078,-0.006550,0.006699,0.037444,0.272660,0.043759,-0.025536
3032,243374052,-77.041473,-3.592858,0.029319,0.012548,0.013393,0.037797,0.070160,0.017654,-0.012742
3033,243390719,-77.045578,-3.592489,0.030364,-0.008275,-0.005189,0.032486,0.111575,-0.036319,0.005552
3034,243407386,-77.043091,-3.593211,0.030795,0.009088,0.009261,0.043271,0.505908,-0.031721,-0.062239
3035,243424053,-77.040421,-3.593728,0.031428,0.006193,0.009221,0.038309,0.518612,-0.024703,-0.051520
3036,243440720,-77.039848,-3.594636,0.031770,-0.001387,0.006893,0.038252,0.389857,-0.007479,-0.079399
3037,243457387,-77.038078,-3.594913,0.029778,0.009264,0.003047,0.030538,0.454670,0.111563,-0.067682
3038,243474054,-77.035530,-3.595613,0.029665,-0.001129,0.014872,0.031492,0.506421,0.018191,-0.072894
3039,243490721,-77.034966,-3.596702,0.029846,0.001221,0.012292,0.056858,0.388833,-0.012755,-0.089440
3040,243507388,-77.034355,-3.596947,0.029667,0.012619,-0.004588,0.051583,0.391945,0.013607,-0.043823
3041,243524055,-77.033577,-3.596236,0.030295,-0.013776,0.009662,0.031387,0.403061,-0.004777,0.019626
3042,243540722,-77.031433,-3.596261,0.031475,-0.000981,0.002622,0.040428,0.487890,-0.056348,-0.013626
3043,243557389,-77.028763,-3.596296,0.032230,-0.000163,0.001216,0.040431,0.517729,-0.022975,-0.022411
3044,243574056,-77.024559,-3.596171,0.031831,0.000599,0.013708,0.036467,0.604645,0.053819,-0.030108
3045,243590723,-77.024033,-3.596102,0.030843,-0.003059,0.022128,0.043787,0.382878,0.072183,-0.037305
3046,243607390,-77.028282,-3.595664,0.032564,0.016701,0.010066,0.035455,0.105556,-0.067502,0.016283
3047,243624057,-77.030899,-3.594966,0.031693,0.000675,-0.004523,0.042441,0.193190,0.071440,0.001377
3048,243640724,-77.029129,-3.595044,0.031765,0.009696,0.000994,0.040977,0.461304,0.005103,-0.031273
3049,243657391,-77.023415,-3.595526,0.031657,0.004948,0.003348,0.047243,0.697325,0.013594,-0.058090
3050,243674058,-77.020721,-3.595228,0.031541,0.032523,0.013365,0.025192,0.516422,0.023967,-0.013242
3051,243690725,-77.023582,-3.595500,0.032154,-0.008796,0.021694,0.042771,0.187197,-0.039047,-0.032720
3052,243707392,-77.030357,-3.595937,0.033450,-0.007829,0.002908,0.038012,-0.047742,-0.060497,-0.038304
3053,243724059,-77.038330,-3.596791,0.033616,-0.008318,-0.016203,0.047106,-0.122723,-0.014151,-0.075199
3054,243740726,-77.040855,-3.596858,0.033602,0.000860,-0.017687,0.045940,0.203205,0.005654,-0.030466
3055,243757393,-77.037682,-3.596151,0.034650,-0.002717,-0.009208,0.043674,0.548246,-0.023973,0.023288
3056,243774060,-77.032845,-3.595978,0.033757,-0.007297,0.012336,0.026574,0.641873,0.067931,-0.031491
3057,243790727,-77.029877,-3.595886,0.034537,0.002151,0.016491,0.049645,0.535145,-0.011641,-0.016571
3058,243807394,-77.030472,-3.595605,0.033432,0.007773,0.013624,0.039490,0.315068,0.066510,-0.022718
3059,243824061,-77.034164,-3.595473,0.033571,0.021212,0.006875,0.043705,0.134063,-0.005456,-0.016456
3060,243840728,-77.037117,-3.596091,0.033366,-0.017326,-0.017829,0.043361,0.176119,0.014836,-0.066657
3061,243857395,-77.034348,-3.596489,0.033762,-0.002938,0.005549,0.030625,0.522954,-0.020144,-0.045539
3062,243874062,-77.026703,-3.596491,0.033355,-0.005381,-0.001544,0.054400,0.811955,0.051360,-0.036895
3063,243890729,-77.019501,-3.596223,0.033944,0.009655,0.001073,0.036009,0.788788,-0.025088,-0.002382
3064,243907396,-77.015709,-3.595278,0.034072,0.000349,0.009321,0.038597,0.583758,0.014593,0.029269
3065,243924063,-77.019363,-3.595517,0.034728,-0.009358,0.016438,0.035253,0.137483,-0.032298,-0.032413
3066,243940730,-77.023445,-3.595725,0.033301,-0.003498,0.003803,0.044755,0.105595,0.086885,-0.058102
3067,243957397,-77.022903,-3.594524,0.034110,0.011191,0.001301,0.048144,0.390869,-0.018262,0.052282
3068,243974064,-77.014877,-3.593117,0.034579,0.002632,-0.002343,0.041279,0.836953,0.016014,0.057686
3069,243990731,-77.010384,-3.592429,0.034860,-0.004612,0.008003,0.052538,0.626391,0.004886,0.015745
3070,244007398,-77.010902,-3.591615,0.035892,0.001856,0.014258,0.051148,0.325941,-0.028917,0.031459
3071,244024065,-77.014648,-3.591913,0.034601,0.002339,0.015829,0.037868,0.125816,0.078035,-0.062226
3072,244040732,-77.019806,-3.592351,0.034986,0.010531,0.009950,0.046350,0.046673,-0.022283,-0.046193
3073,244057399,-77.024033,-3.591068,0.035352,0.001448,0.001104,0.045599,0.102419,0.028283,0.046199
3074,244074066,-77.022957,-3.590624,0.035074,0.018003,0.006676,0.042534,0.417276,0.031856,-0.004854
3075,244090733,-77.020470,-3.590630,0.035795,0.005481,0.016554,0.062915,0.506741,-0.027495,-0.019696
3076,244107400,-77.020180,-3.590613,0.035192,0.016369,0.021154,0.032021,0.370763,0.036389,-0.031376
3077,244124067,-77.025002,-3.589648,0.035843,0.003035,0.016173,0.042611,0.067368,-0.006864,0.036197
3078,244140734,-77.027771,-3.589472,0.036134,-0.000684,-0.003742,0.039107,0.189694,0.003208,-0.015701
3079,244157401,-77.023460,-3.589142,0.035479,0.014284,0.010344,0.042493,0.610562,0.050656,-0.016802
3080,244174068,-77.017380,-3.589773,0.034885,0.005613,0.009038,0.032944,0.717636,0.036517,-0.072497
3081,244190735,-77.014832,-3.588995,0.034107,0.011921,0.009067,0.055410,0.505012,0.075679,0.005334
3082,244207402,-77.018845,-3.589705,0.034401,-0.008015,0.003874,0.053096,0.113727,-0.006903,-0.066555
3083,244224069,-77.024040,-3.592005,0.035954,-0.007715,-0.014707,0.036079,0.050169,-0.116653,-0.140524
3084,244240736,-77.019142,-3.592074,0.035434,0.005535,-0.013229,0.047326,0.647828,0.038886,-0.038880
3085,244257403,-77.000885,-3.591565,0.034553,0.002191,-0.016857,0.038155,1.445741,0.080033,-0.012832
3086,244274070,-76.977325,-3.590367,0.033446,0.002597,-0.001140,0.041832,1.763850,0.096720,0.025965
3087,244290737,-76.958069,-3.590772,0.033461,-0.000381,0.024217,0.052503,1.509517,0.015656,-0.053518
3088,244307404,-76.946411,-3.591113,0.032923,-0.006164,0.021822,0.038854,1.052880,0.047659,-0.057116
3089,244324071,-76.944267,-3.593311,0.033384,-0.001204,0.003150,0.033762,0.484112,-0.046193,-0.150193
3090,244340738,-76.941444,-3.595510,0.034358,0.018324,-0.019681,0.058027,0.526847,-0.058051,-0.147388
3091,244357405,-76.927986,-3.599868,0.032345,0.000788,-0.010056,0.036871,1.154922,0.074245,-0.311489
3092,244374072,-76.908218,-3.604120,0.023644,0.021024,0.000319,0.040645,1.507019,0.471370,-0.396651
3093,244390739,-76.900208,-3.606896,0.020175,-0.011294,0.031769,0.050616,0.821636,0.180768,-0.238147
3094,244407406,-76.903763,-3.609131,0.016487,0.005302,0.023807,0.039603,0.127289,0.204511,-0.209922
3095,244424073,-76.913017,-3.612342,0.013700,0.000029,0.010583,0.044599,-0.211727,0.139903,-0.254616
3096,244440740,-76.917763,-3.614141,0.013193,0.005884,-0.019330,0.046215,0.067586,0.034904,-0.145326
3097,244457407,-76.873238,-3.591857,0.015780,-0.053153,-0.067932,-0.030989,3.035162,0.164645,1.309340
3098,244474074,-76.471001,-3.533575,0.069472,-0.494725,0.057785,0.071177,24.689396,-2.308644,4.115284
3099,244490741,-76.182449,-3.500451,0.171919,-0.012308,0.288059,0.071239,18.043282,-5.464836,3.349640
3100,244507408,-76.157356,-3.506845,0.260409,0.126510,0.219248,0.124949,2.184463,-5.216987,0.863231
3101,244524075,-76.245399,-3.513944,0.331526,0.093598,-0.019358,0.029822,-4.667941,-4.229259,0.575037
3102,244540742,-76.270660,-3.518041,0.383133,-0.097282,-0.213054,-0.003831,-0.969889,-3.051766,0.468155
3103,244557409,-76.117332,-3.487116,0.305154,-0.403600,0.025430,0.025454,9.267324,4.990040,0.659047
3104,244574076,-76.028954,-3.490668,0.295604,-0.204152,0.267698,0.071560,5.623698,0.519445,-0.373933
3105,244590743,-76.040459,-3.502376,0.309122,0.020108,0.114232,0.059521,-0.286017,-0.955763,-0.511742
3106,244607410,-76.069466,-3.503328,0.341509,0.047473,0.043872,0.088381,-1.268379,-1.883199,0.382033
3107,244624077,-76.158020,-3.524938,0.363786,0.204547,-0.076874,0.014427,-4.877581,-1.591433,-0.967904
3108,244640744,-76.224792,-3.544774,0.354408,0.141993,-0.121747,0.057698,-3.686731,0.261999,-1.316851
3109,244657411,-76.225983,-3.546081,0.342642,0.108400,-0.129604,-0.005563,0.239728,0.672570,-0.271085
3110,244674078,-76.171043,-3.549873,0.346723,0.114242,-0.083614,0.072961,3.665299,-0.285850,-0.189598
3111,244690745,-76.147301,-3.554951,0.349493,0.188161,-0.043329,0.045236,1.791179,-0.238211,-0.280331
3112,244707412,-76.185013,-3.564046,0.354797,0.251794,-0.057863,0.033311,-1.888796,-0.432573,-0.480814
3113,244724079,-76.187042,-3.564524,0.354566,0.018445,-0.116292,0.035495,0.232390,0.011494,-0.057488
3114,244740746,-76.121765,-3.559894,0.348783,0.017441,-0.050665,0.022098,4.250882,0.407120,0.161110
3115,244757413,-76.059731,-3.554749,0.344262,0.001561,0.049565,0.047256,4.059760,0.342653,0.208763
3116,244774080,-76.044266,-3.552433,0.342408,0.012171,0.104258,0.052184,1.276851,0.137867,0.084375
3117,244790747,-76.067719,-3.549679,0.344918,0.010573,0.044839,0.054074,-1.042091,-0.098097,0.169844
3118,244807414,-76.098282,-3.549362,0.346430,-0.003988,-0.003435,0.050212,-1.473076,-0.083779,0.015809
3119,244824081,-76.115906,-3.550113,0.346079,0.004222,-0.021208,0.036419,-0.703952,0.012902,-0.074328
3120,244840748,-76.117470,-3.550547,0.346080,0.017212,-0.015345,0.037373,0.263113,-0.013767,-0.047998
3121,244857415,-76.108345,-3.550811,0.345423,0.001690,0.002347,0.036483,0.900446,0.027079,-0.047550
3122,244874082,-76.106926,-3.551988,0.344719,0.011161,0.025831,0.046906,0.438701,0.019651,-0.102374
3123,244890749,-76.119034,-3.552447,0.344657,0.000118,0.014932,0.039042,-0.371999,0.000660,-0.053044
3124,244907416,-76.133484,-3.553906,0.344693,0.015165,0.009770,0.045912,-0.510346,-0.025638,-0.108303
3125,244924083,-76.137421,-3.553148,0.344791,-0.011349,-0.008827,0.041971,0.120719,-0.008286,0.024633
3126,244940750,-76.131615,-3.552633,0.342866,0.011059,-0.012213,0.051392,0.697863,0.103994,-0.017788
3127,244957417,-76.117203,-3.552792,0.341129,0.008871,0.000288,0.035745,1.214010,0.091610,-0.056822
3128,244974084,-76.097130,-3.553357,0.339567,0.004534,-0.001537,0.049462,1.554992,0.070941,-0.077069
3129,244990751,-76.081764,-3.554885,0.337573,0.014364,0.027778,0.058176,1.270499,0.074334,-0.137118
3130,245007418,-76.075684,-3.556951,0.336874,0.009386,0.022300,0.043278,0.719429,-0.014100,-0.148029
3131,245024085,-76.075005,-3.559807,0.336722,0.007824,-0.004452,0.054447,0.397720,-0.050688,-0.188087
3132,245040752,-76.067421,-3.561215,0.336665,0.005837,-0.009925,0.039083,0.809688,-0.038381,-0.101529
3133,245057419,-76.053139,-3.561070,0.335844,0.017654,-0.012115,0.032308,1.208747,0.061029,-0.030684
3134,245074086,-76.032555,-3.560321,0.335182,0.012730,0.016741,0.058403,1.588762,0.060977,0.006358
3135,245090753,-76.015709,-3.558811,0.334607,-0.012688,0.030734,0.029587,1.361898,0.066856,0.052115
3136,245107420,-76.015610,-3.558489,0.336589,-0.002314,0.031676,0.050483,0.368727,-0.099403,0.020394
3137,245124087,-76.025894,-3.559427,0.335979,-0.004438,0.025266,0.053686,-0.263068,0.001197,-0.082844
3138,245140754,-76.034805,-3.558864,0.335272,-0.005112,0.004691,0.038284,-0.180544,0.029179,0.003054
3139,245157421,-76.035965,-3.559741,0.334656,0.008873,-0.004384,0.042556,0.284026,0.014029,-0.082255
3140,245174088,-76.030273,-3.558109,0.334223,0.006956,0.002337,0.047975,0.696083,0.048568,0.064141
3141,245190755,-76.024857,-3.556892,0.332658,0.004958,0.019965,0.043310,0.675260,0.109629,0.023237
3142,245207422,-76.030724,-3.555592,0.332613,-0.004223,0.026239,0.051537,0.003515,0.021624,0.050502
3143,245224089,-76.045021,-3.556652,0.333502,0.016357,0.024319,0.036778,-0.500395,-0.067246,-0.073560
